,year,return_annual,vol_annual,sharp_ratio
0,2007.0,0.7940763849194643,0.14138211257809885,5.61652652120911
1,2008.0,2.398799522213515,0.3769699394913871,6.3633708445029
2,2009.0,4.140916753296351,0.3534245665660068,11.716550418469508
3,2010.0,2.2236586078352985,0.19494147969133263,11.406800704273948
4,2011.0,1.2683742974609014,0.2203053635588186,5.757346425759
5,2012.0,1.6237060749105034,0.19792466206602063,8.203657179259919
6,2013.0,2.897329713733069,0.20761006496861972,13.955632228962505
7,2014.0,1.688918037841661,0.13994414598020974,12.068515092303326
8,2015.0,1.379477176135123,0.1942461821721091,7.1016951824198875
9,2016.0,2.9384757561954578,0.2666841632471237,11.018561133952714
10,2017.0,2.0829993304567123,0.17214066672707515,12.1005650208109
11,2018.0,1.5191272123610924,0.19410446702021025,7.826338237764101
12,2019.0,1.759100713581454,0.20478686251129,8.589909977669949
13,2020.0,3.0781130314376863,0.2839437912803596,10.840571711597764
14,2021.0,1.7760031227793651,0.24962400118901243,7.114712985609889
15,2022.0,1.468630520086252,0.29344112959011087,5.00485573422406
