,year,return_annual,vol_annual,sharp_ratio
0,2007.0,0.0004328367944705924,0.021444503420681986,0.020184043714117732
1,2008.0,0.12184331080151156,0.04809392200084124,2.5334450951906216
2,2009.0,0.0998229445056773,0.04004923466298213,2.492505670724953
3,2010.0,-0.012669812854787632,0.020861757850662722,-0.6073224004172374
4,2011.0,-0.012595794594026155,0.024038446870261354,-0.5239853748458587
5,2012.0,0.027601434501324684,0.017958506334408573,1.5369560244796205
6,2013.0,0.012753490408132562,0.01806884624369957,0.7058276016145513
7,2014.0,0.02335457047778222,0.01624651068829322,1.4375130097695914
8,2015.0,-0.0012620891394121703,0.01945630629573442,-0.06486786958575326
9,2016.0,0.03994593375794775,0.02126789421037138,1.8782270290994745
10,2017.0,0.030963558860672258,0.017833644526818047,1.7362440310004825
11,2018.0,0.02331139362160428,0.020874999618106623,1.1167134873326834
12,2019.0,0.04325976425643652,0.019291467596739446,2.24242992605436
13,2020.0,0.03768641327832145,0.044132625968762954,0.8539354378095668
14,2021.0,-0.007739387809907128,0.02563166983817408,-0.30194629763764375
15,2022.0,0.029129388583823523,0.03188121614710031,0.9136849877187928
